Frame,Openness,MAR,Kelas
3.0,,0.6651785151667984,3
4.0,0.2142857142857142,0.5850095111651955,3
5.0,0.2457482993197279,0.612506383850979,3
6.0,0.1976190476190476,0.6268260069417716,3
7.0,0.4653846153846154,0.5089362830479048,3
8.0,0.6004464285714286,0.249028524805226,3
9.0,0.6339285714285714,0.0834660088489215,3
10.0,0.6307692307692307,0.0861610545417003,3
11.0,0.5991666666666666,0.0870402581419946,3
12.0,0.5991666666666666,0.0817342671810748,3
13.0,0.6125,0.0818075328451945,3
14.0,0.6191666666666666,0.0898544630750654,3
15.0,0.5785714285714285,0.0961398046581592,3
16.0,0.5738095238095238,0.0819711194224431,3
17.0,0.5809523809523809,0.1020530302805726,3
18.0,0.588095238095238,0.0936749533755819,3
19.0,0.6607142857142857,0.1158663966956877,3
20.0,0.5580952380952381,0.1069198213002669,3
21.0,0.628095238095238,0.1081596614866222,3
22.0,0.6589285714285714,0.116318578620741,3
23.0,0.4952380952380952,0.0960253176100874,3
24.0,0.6023809523809524,0.093854682876322,3
25.0,0.4855952380952381,0.088395235242066,3
26.0,0.4766666666666667,0.0954795656128274,3
27.0,0.4766666666666667,0.0906268450675445,3
28.0,0.525,0.0955101759796395,3
29.0,0.575,0.0724363435389008,3
30.0,0.5266666666666666,0.0913345104499871,3
31.0,0.5077380952380952,0.0701665602967517,3
32.0,0.4696428571428571,0.0869357232434267,3
33.0,0.5029761904761905,0.0734837143366504,3
34.0,0.4887179487179487,0.0929705729340024,3
35.0,0.4297619047619048,0.0654164121789919,3
36.0,0.4619047619047619,0.092506994530384,3
37.0,0.4732142857142857,0.0919607063658076,3
38.0,0.4732142857142857,0.094777859883403,3
39.0,0.5928571428571429,0.11079975546721,3
40.0,0.5461904761904762,0.0964216167367864,3
41.0,0.5714285714285714,0.1321381607622896,3
42.0,0.550952380952381,0.1016262278449905,3
43.0,0.5857142857142856,0.1196251651124379,3
44.0,0.6071428571428572,0.0903498968144111,3
45.0,0.6464285714285715,0.1231366086828592,3
46.0,0.652051282051282,0.0880558068252096,3
47.0,0.6178571428571429,0.1075153787384141,3
48.0,0.5385714285714286,0.0979919182962841,3
49.0,0.5803571428571428,0.1032820777107268,3
50.0,0.5910714285714286,0.1028109269148881,3
51.0,0.593956043956044,0.1054306039217345,3
52.0,0.5714285714285714,0.1079853394193324,3
53.0,0.6284340659340659,0.0901059357983892,3
54.0,0.632554945054945,0.1101072622796735,3
55.0,0.5582417582417583,0.1010453711872037,3
56.0,0.5357142857142857,0.112884752313924,3
57.0,0.548901098901099,0.1021229401190907,3
58.0,0.5214285714285714,0.1015030199402723,3
59.0,0.5357142857142857,0.1061562577704361,3
60.0,0.5357142857142857,0.1042076181298911,3
61.0,0.4910714285714285,0.1111502048824067,3
62.0,0.5096153846153846,0.0892903610228412,3
63.0,0.5460164835164836,0.1022858145574648,3
64.0,0.5961538461538461,0.1053198890951192,3
65.0,0.5645604395604396,0.0807082668360712,3
66.0,0.573489010989011,0.0852239156568316,3
67.0,0.5288461538461539,0.0789109401288242,3
68.0,0.5792582417582417,0.0809309629151293,3
69.0,0.5660714285714286,0.0804479119000031,3
70.0,0.5625,0.0785565863359381,3
71.0,0.5714285714285714,0.0826017433311623,3
72.0,0.5164835164835164,0.0598891560172751,3
73.0,0.5047619047619047,0.0895124193162218,3
74.0,0.5475274725274726,0.0564634887408039,3
75.0,0.5472527472527473,0.0779460743774683,3
76.0,0.5285714285714286,0.0655523517968939,3
77.0,0.5625,0.0696346680614075,3
78.0,0.5410714285714285,0.0693313526371841,3
79.0,0.5267857142857143,0.0680982588940931,3
80.0,0.5487637362637363,0.0613943951513805,3
81.0,0.5392857142857144,0.068472766070792,3
82.0,0.525,0.0734081098792572,3
83.0,0.556456043956044,0.0762162309528662,3
84.0,0.5327380952380952,0.0762675161612704,3
85.0,0.5321428571428571,0.0789629668427806,3
86.0,0.5321428571428571,0.084006661387786,3
87.0,0.5839285714285715,0.0883485392963908,3
88.0,0.5625,0.0892411085343815,3
89.0,0.5921703296703297,0.0884930910709052,3
90.0,0.5684523809523809,0.0970349062152854,3
91.0,0.5410714285714285,0.0846494030892904,3
92.0,0.5267857142857143,0.0980308670464338,3
93.0,0.5576923076923077,0.0738992565025536,3
94.0,0.5576923076923077,0.0883187301276625,3
95.0,0.55,0.0795244649919077,3
96.0,0.5338095238095238,0.0966566474320119,3
97.0,0.5692307692307692,0.0909239552055582,3
98.0,0.55,0.0790529286397444,3
99.0,0.5714285714285714,0.0949317965274692,3
100.0,0.5928571428571429,0.0879462251667104,3
101.0,0.6148351648351649,0.0739445344480169,3
102.0,0.5532967032967033,0.0756573291782697,3
103.0,0.6196428571428572,0.0726976871645767,3
104.0,0.6125,0.0694560566830727,3
105.0,0.5934065934065934,0.0787635849720075,3
106.0,0.6023351648351649,0.0762872504372278,3
107.0,0.5423076923076924,0.0875929512560535,3
108.0,0.5423076923076924,0.0768863904959799,3
109.0,0.55,0.0842499213896158,3
110.0,0.5571428571428572,0.0803402834919347,3
111.0,0.548901098901099,0.0835930900342115,3
112.0,0.548901098901099,0.0853425190430174,3
113.0,0.5346153846153846,0.0947847835868867,3
114.0,0.5269230769230769,0.0993254049137362,3
115.0,0.5340659340659341,0.0871947380188936,3
116.0,0.5357142857142857,0.0794977214079937,3
117.0,0.5357142857142857,0.0904575069885539,3
118.0,0.5428571428571429,0.0854055559778492,3
119.0,0.5357142857142857,0.0893669235314374,3
120.0,0.5428571428571428,0.0938020505775186,3
121.0,0.55,0.0874045606468036,3
122.0,0.5631868131868132,0.0805462926334343,3
123.0,0.5708791208791208,0.0819886139457227,3
